Type_of_Renewable_Energy,Installed_Capacity_MW,Energy_Production_MWh,Energy_Consumption_MWh,Energy_Storage_Capacity_MWh,Storage_Efficiency_Percentage,Grid_Integration_Level,Initial_Investment_USD,Funding_Sources,Financial_Incentives_USD,GHG_Emission_Reduction_tCO2e,Air_Pollution_Reduction_Index,Jobs_Created
1,43.71,412550.44,164090.41,9037.50,92.32,1,144212078.00,2,3513403.48,2793.74,36.15,3552
7,96.72,8436.12,300507.40,6306.85,86.41,4,485056652.40,3,3978582.72,48034.05,30.72,1873
2,147.47,336152.66,355747.13,6704.85,55.79,1,265695282.60,1,14098188.27,6132.35,99.14,417
5,373.54,322014.71,128942.46,5974.99,67.32,4,121512564.90,1,14740592.06,10033.37,56.26,2205
6,497.82,326357.48,247276.32,6619.89,61.47,2,426516647.80,1,2840500.71,30758.28,58.24,3887
5,484.01,399142.81,412721.07,7154.22,84.15,2,306184216.30,2,18890368.03,40011.46,73.76,458
7,399.89,408161.16,127610.22,5332.08,60.09,1,278789043.00,3,13420454.29,6251.52,70.86,4643
6,131.25,282531.37,153756.08,7282.34,52.98,2,3960308.16,1,11165782.93,25379.31,93.60,2517
6,524.93,177890.98,163397.06,3715.14,59.48,3,214319556.60,3,1703640.85,46409.48,2.53,4666
3,292.17,91278.72,89857.16,4408.16,73.85,4,249065229.80,3,12886463.18,22502.07,75.80,3981
2,660.60,2725.68,432801.63,8929.68,66.40,4,276807027.50,2,3816322.28,43973.49,36.06,3621
4,296.12,150202.98,163884.51,9796.35,73.13,4,235425520.20,2,14846273.36,49059.24,88.04,2866
4,380.69,155544.06,172574.87,7336.62,97.85,3,250479275.90,1,11597477.94,44636.87,57.45,1360
7,311.82,307625.58,62918.43,7962.82,64.36,3,264306365.90,1,5789825.52,41026.89,22.09,4381
7,230.10,62953.36,324117.23,9809.99,87.07,1,43993178.56,3,19059558.70,13058.49,77.80,1976
6,106.88,234696.94,370063.62,1186.08,98.78,3,158878232.70,2,6626943.24,38217.79,30.82,4797
6,38.24,305958.52,321533.61,8172.75,51.18,3,466521059.00,3,7603330.10,11927.09,22.87,1449
4,504.73,323236.41,216362.79,4672.09,64.69,4,355723408.00,2,1648711.95,14986.30,8.31,3390
1,927.72,475427.08,408461.04,1623.30,68.47,4,46363474.70,2,9695459.45,10111.12,26.99,3835
1,49.81,449403.87,29535.57,2798.18,73.38,1,275405465.80,1,17817742.15,19164.16,80.60,2232
4,804.59,7919.31,367992.47,8358.75,62.02,1,54810321.01,2,19639661.27,25507.41,76.52,2269
5,294.50,310548.40,170774.01,4704.13,97.96,3,245068624.80,1,1224858.78,20016.92,64.45,812
2,564.86,343091.48,10545.88,9622.27,98.70,4,446200211.70,3,11865482.91,22461.16,28.02,4958
5,360.99,2666.11,140986.43,555.68,65.84,2,427626887.40,1,1576949.10,47560.22,80.26,2991
2,382.59,413757.13,29158.13,6272.75,50.78,3,155652425.10,3,13707999.78,1716.93,86.04,1943
6,454.42,265748.03,178778.55,5419.95,56.12,3,227122091.40,1,3653758.95,1560.13,78.28,4141
3,512.33,268750.90,326752.60,1520.17,92.18,4,294111275.50,1,14582199.96,40927.20,36.58,1791
5,569.89,246585.96,102904.00,7704.43,91.70,4,128027593.70,3,19869933.55,43076.50,27.85,4512
4,881.29,41868.98,356310.91,7585.97,57.16,2,397294769.20,2,5525144.16,12156.74,87.86,2375
7,753.02,309842.00,35235.41,5123.52,64.45,4,287085641.70,2,14133712.39,28436.22,24.16,3805
2,523.29,336654.32,91560.64,7405.37,85.52,3,326536372.30,3,5202492.35,33914.21,68.71,4640
3,505.45,138085.74,300501.45,450.92,97.16,2,17101636.49,2,3231726.46,39125.16,61.36,1423
4,411.08,308950.41,303852.22,1031.74,78.37,1,264706154.50,3,14729199.70,48724.57,2.15,417
1,342.36,121824.66,337062.55,2024.45,91.39,2,341170853.20,1,15847205.28,13695.60,24.01,2060
1,217.49,133198.82,440579.53,6255.16,53.48,2,417128641.80,2,1120103.11,24745.61,79.60,1352
2,987.24,429832.88,440153.42,5313.61,59.84,2,283463366.00,2,5395524.46,37046.49,35.66,1069
5,766.19,112222.98,133924.77,3934.51,86.64,1,427524090.80,2,909170.05,49807.57,4.74,1568
7,652.80,254129.05,426523.55,1472.50,92.24,2,33472571.75,3,447165.99,9156.31,66.87,2924
1,692.69,124581.56,267283.84,3177.34,72.86,4,166471568.50,3,6549095.77,13368.48,26.91,3283
1,265.68,96374.60,207778.61,9691.61,92.89,4,205337463.00,1,17213257.11,48925.10,91.44,1417
4,370.09,425605.30,280290.74,9683.02,96.69,1,379695665.00,1,3893555.47,45927.70,16.55,4476
5,230.82,166216.64,350403.53,3730.24,94.09,3,255930530.90,2,13465021.77,32738.71,21.81,1857
7,795.48,281068.52,105808.53,554.17,51.98,2,276294330.00,2,17063932.95,16747.71,40.87,3500
2,941.78,212079.07,61459.09,3214.89,53.29,3,357502986.60,3,6327294.40,25933.63,58.21,2608
6,23.62,90047.77,67931.04,1831.57,99.14,3,468768173.70,1,4930380.44,17118.77,14.18,1944
1,387.54,10954.95,414888.52,1342.13,99.39,1,341786035.30,3,2845990.42,29135.35,74.87,4272
4,545.28,341521.33,411326.43,124.08,66.11,4,370925124.20,3,17033840.45,17779.53,90.20,3902
5,564.77,216904.24,373998.93,7795.82,66.89,2,31738698.76,1,9803043.43,40487.15,91.50,1456
5,74.30,327517.36,412012.81,5058.18,88.39,2,292162152.50,1,5832317.20,36407.38,15.56,4134
5,799.19,260710.32,386779.40,5899.74,53.64,1,55506788.99,2,4965732.40,1728.16,99.01,4008
2,908.13,113851.34,85283.84,6769.52,77.37,1,394782468.60,3,10168051.03,36510.50,78.83,1843
1,697.86,65043.33,236210.41,1012.88,80.20,4,241685290.00,2,18298669.13,38661.93,37.41,1664
4,99.51,31311.42,194877.20,9571.29,71.15,2,164146978.40,3,17328584.03,13129.58,36.98,3394
6,739.85,265757.67,191100.75,8814.89,50.36,1,394031420.10,1,19358108.18,5261.74,98.46,1251
7,487.00,51557.19,308527.35,2464.39,81.20,1,30494462.80,2,1813815.99,42069.04,81.75,4702
1,431.34,426012.81,32151.82,6944.73,74.12,4,86914463.20,1,13205885.52,22508.70,88.85,3187
4,459.64,86259.05,338761.15,8969.03,94.58,1,211047784.10,3,3211425.16,20518.57,82.38,2839
5,42.59,443331.56,34432.40,5511.67,99.26,2,53499009.89,3,3051581.56,2198.51,4.95,2703
4,85.39,480238.00,103196.23,7413.34,99.63,1,230734692.40,2,18521289.17,30528.82,13.24,2207
6,207.62,380314.20,325694.06,406.87,72.13,4,100125928.90,1,2823168.51,20801.98,34.33,4167
4,615.64,247064.78,358077.11,8958.70,53.17,1,420761978.60,1,8715900.87,19346.99,40.86,334
4,634.97,116304.29,82271.22,8581.74,83.03,4,69181226.42,3,15263920.61,45196.18,17.51,4483
1,25.46,393128.51,187921.25,1909.54,64.07,1,379099165.80,2,5664036.65,48467.74,91.91,4764
6,640.24,181057.16,448181.56,5889.26,52.69,1,435112722.30,2,13390436.39,3626.25,9.40,16
2,151.84,250855.72,367486.12,3586.69,95.73,2,460135672.00,1,4082906.17,41186.12,92.20,4268
2,275.44,346451.06,429172.91,1742.86,80.53,4,40473237.84,2,8380112.92,46767.48,93.16,205
6,379.66,213689.55,67946.08,3304.93,89.91,3,477274414.00,3,8661597.99,38896.55,59.79,1675
1,633.12,103918.88,80410.68,6951.67,97.90,2,180129748.90,3,6962908.46,47203.46,5.98,4207
7,26.24,446492.36,184870.99,5437.04,85.88,4,458908641.70,2,5363945.24,24750.24,99.49,4775
5,968.72,205314.07,274720.30,810.97,59.78,2,101229515.70,1,7115238.34,9307.60,69.09,2912
6,473.42,367210.95,291089.98,1162.75,56.40,1,19724892.16,1,14780846.99,30255.92,54.33,3363
1,413.08,428783.25,138568.13,2508.99,90.77,3,15370782.40,1,6122464.68,12324.82,14.58,4097
7,897.26,419700.50,189067.33,7731.64,77.49,3,125132397.20,2,19165549.77,15729.84,28.71,935
4,994.81,144525.22,46234.64,7461.34,67.76,2,234810582.10,2,11453984.64,34125.38,11.84,3591
1,957.46,27914.38,57200.04,8970.85,97.70,4,302103817.60,2,958979.32,37192.20,14.16,3028
5,426.16,442784.86,390998.37,6387.26,86.36,3,118139580.10,3,3845244.73,10289.03,97.63,165
1,492.88,193907.70,187833.56,7390.91,91.73,2,421899379.00,3,9770211.33,24654.10,46.21,3888
3,78.83,196874.71,257685.65,1501.06,82.54,1,410591803.00,3,10498273.31,25410.76,2.37,2299
3,39.49,271030.56,179986.27,4170.59,76.51,3,269191548.10,3,15270494.30,295.09,22.59,2677
5,769.70,465818.92,338795.42,2704.73,77.78,3,246462832.00,2,13188304.56,18362.53,14.64,4835
6,91.67,445961.69,9023.07,7262.59,87.06,2,126528762.20,3,3602200.71,15353.64,94.33,3868
7,446.31,383016.37,422092.13,5509.60,67.60,2,301155759.50,3,18673894.69,47882.58,32.25,1400
5,820.04,44825.70,23502.73,2124.15,75.43,3,22155098.32,1,3949355.27,25186.26,87.38,1381
6,997.12,85381.22,118456.08,1166.23,85.48,2,251970059.30,1,3174221.46,24422.18,51.85,3959
1,323.92,259614.88,410256.08,8598.20,77.59,1,445950928.40,3,19571077.93,21661.08,30.84,2426
4,137.45,242230.73,83607.05,282.15,53.72,3,392459915.10,3,17850461.24,33202.26,17.48,3561
5,143.33,362217.02,66419.13,3078.23,60.43,3,419623398.10,3,8268256.78,10763.65,45.40,850
3,965.25,466673.02,274649.60,3538.51,73.46,2,454327384.10,3,18241437.28,41868.38,94.86,587
2,462.87,368737.09,160835.94,7859.44,73.69,2,409959762.50,3,19773410.67,43751.05,11.13,638
6,341.09,231342.94,258703.63,9659.63,96.88,3,254663370.60,2,13281848.13,34613.12,91.83,2592
2,304.21,356762.46,417869.81,1118.10,62.55,1,434027092.60,2,6598150.75,12461.94,96.99,4959
3,563.15,488234.71,54949.85,809.03,52.53,1,28000108.52,3,9101723.11,28133.95,11.11,4223
3,791.25,159471.74,335847.99,6691.73,91.14,2,462235988.80,1,19128021.37,29528.63,28.34,693
5,866.78,364069.06,447449.16,1314.17,95.76,1,43093328.88,1,13486881.38,35410.83,3.79,4035
3,803.12,193731.67,363023.08,2297.77,66.15,1,241488875.00,3,18269963.52,12650.80,91.48,4239
7,46.30,84558.46,314000.45,3172.08,98.94,2,257872989.40,3,5508190.52,28465.38,21.70,2784
4,514.09,310803.36,401149.38,2082.20,79.43,1,401570315.00,3,4840214.79,3472.26,39.46,3757
1,894.41,472944.69,376618.50,2378.72,68.14,3,359780425.30,2,12455268.44,35416.19,60.13,3634
5,482.67,159418.93,381282.32,2598.68,78.08,4,353117808.90,2,16237979.88,29337.14,53.88,2681
6,4.25,109777.55,430899.10,2232.22,89.77,1,27372291.72,2,4352197.70,10341.07,98.76,4283
6,405.04,143122.53,351509.59,7744.12,75.19,2,293421615.10,2,11377104.91,47771.23,40.80,3618
5,333.11,68129.15,30304.48,1629.06,69.85,2,53486193.44,2,15028442.90,29700.26,60.23,4780
5,245.48,326758.84,28701.84,5106.76,58.99,2,164534278.80,2,4517375.33,5227.00,90.83,4464
1,355.26,240580.14,357467.36,2118.38,94.52,4,385500935.20,1,12453772.64,44124.54,48.91,3408
4,986.14,203972.05,119530.60,189.77,69.85,1,424189702.70,1,7143164.39,29003.86,84.19,594
2,913.06,135336.70,448632.44,351.89,53.14,2,208330942.70,3,16338165.05,35125.49,97.49,2746
2,200.58,257090.08,446782.82,7153.17,86.87,3,367782198.90,1,1589729.89,25836.26,2.91,3362
5,573.94,210069.77,23483.80,6714.79,78.58,3,202648316.50,3,4245718.71,27470.80,51.09,4147
5,232.76,306173.37,233247.19,7769.93,81.69,2,153241905.00,1,13663209.68,22209.67,26.99,2638
4,576.88,430288.21,56203.22,15.75,97.41,1,212082107.40,2,1078231.39,4539.68,93.15,4087
1,174.53,442693.60,1334.87,8158.98,96.90,2,489730316.80,3,1016720.21,24986.55,33.27,3121
2,188.57,358711.04,115075.60,9773.39,75.42,4,143275639.10,1,14145912.84,25255.09,27.12,4331
3,728.18,172410.87,440347.32,8022.96,81.06,1,341655276.00,1,1085139.10,35868.83,39.40,1855
6,727.48,324682.83,332256.38,5684.62,72.13,2,355973893.60,3,7955266.63,23715.85,27.25,2604
5,934.22,133154.11,140984.74,1903.16,74.12,4,221176209.10,1,8521297.23,25936.62,58.05,4509
2,533.74,165570.15,19071.39,2015.42,54.96,4,133241217.10,1,15972696.15,30991.36,64.61,237
1,656.15,276253.04,348630.60,1755.70,75.61,1,321891629.90,3,5433288.32,21254.61,7.11,3581
5,657.41,237364.09,272299.00,8047.77,54.44,3,215390334.50,3,10021725.35,20539.12,16.04,4070
5,487.03,424610.41,328044.76,5341.09,89.06,4,15965210.51,3,2842031.14,14790.25,84.12,198
2,306.15,125659.38,70892.94,8877.75,74.50,3,22044322.29,2,1180005.22,32290.23,24.49,2696
7,533.91,482133.70,443104.53,2839.94,53.88,2,190312558.70,3,4532682.02,27084.28,57.68,232
4,133.67,284941.70,248166.22,2838.39,70.35,1,352503208.00,3,5511452.76,12561.21,86.74,3077
2,364.55,274541.10,371984.00,1820.26,69.33,1,181304756.30,2,12654308.35,39224.69,63.44,1052
1,931.94,224897.15,63778.16,2373.77,86.75,1,25849924.29,1,13842817.65,16625.13,15.08,1860
4,777.62,283295.36,48249.07,2579.66,53.56,3,180676537.20,1,8809668.69,14146.48,98.42,1245
4,46.04,91573.84,132820.94,9697.26,90.43,3,113050083.80,2,4628878.83,45329.69,48.95,315
1,617.37,435066.30,205297.06,6371.14,82.13,4,55870646.24,3,1774773.24,42818.25,46.67,4821
3,648.87,164434.46,316577.52,2092.05,89.66,4,238742882.00,2,15984010.55,28299.13,44.72,2167
1,985.45,93846.52,34665.24,5905.01,89.78,3,56084233.46,2,16015395.43,9677.03,78.67,3297
3,622.46,40335.81,394249.89,7091.20,65.23,1,355102134.20,2,18763373.70,8774.21,34.99,3073
3,824.71,351637.26,331105.68,1650.99,75.77,1,239613757.70,1,13332555.78,474.60,75.67,4685
3,455.93,273966.72,43064.97,3010.19,81.62,3,252425663.40,1,17778304.34,1890.14,88.00,1644
7,283.33,60698.18,386623.84,4379.01,59.51,2,364275729.90,3,14551448.12,33486.07,96.51,2200
6,395.63,332490.48,371895.80,7356.38,74.16,1,54249414.01,1,8161985.80,7040.23,36.90,4858
3,587.49,337309.28,165410.64,8643.68,69.53,4,29211838.00,1,17438701.55,31631.33,73.04,4886
2,872.39,214966.20,121679.68,6695.75,67.61,1,385352060.90,3,14975791.47,11414.63,90.07,172
2,515.76,490765.27,443015.00,3715.29,78.52,2,38557796.09,3,16684254.29,22438.57,87.07,4435
3,315.75,430829.46,99047.58,278.14,88.28,2,292870657.90,2,4018994.74,45903.56,29.00,3259
3,815.97,51045.26,317243.26,2309.11,86.74,1,197636592.40,2,7288792.16,23129.27,42.08,4422
7,347.57,179984.31,57209.06,2099.43,92.96,4,235490615.80,1,19662981.81,25277.82,23.63,1444
4,628.85,108289.54,46721.57,6935.47,98.98,3,235147997.90,3,7963149.52,43208.27,39.83,2952
5,631.25,459138.82,386559.27,4537.78,88.16,1,185631453.50,1,13184083.65,39965.02,82.49,4588
4,558.54,162220.40,175508.90,2894.94,50.53,1,201645243.90,2,670437.13,46757.43,27.58,2700
6,533.62,39170.63,105772.84,4970.34,84.77,3,289569069.70,2,6634104.70,12571.59,4.28,3848
1,541.34,321848.02,272587.76,9216.25,50.93,3,324389440.20,1,15894039.69,26797.00,85.10,4631
3,990.51,169824.14,5733.88,2659.86,67.66,3,60282863.12,3,14260064.64,48058.80,97.60,1759
2,818.20,444000.97,147669.67,7744.91,52.57,2,450140881.70,2,8451229.65,25044.61,12.86,418
1,180.59,43172.34,318366.75,4530.50,73.15,1,275251896.80,2,11616902.93,49663.10,52.58,349
1,563.63,56336.49,149275.60,3524.55,51.04,1,255242978.00,1,8548880.64,25732.33,2.77,454
4,868.72,125794.00,117122.36,2181.41,79.36,2,147735909.10,2,10399586.12,46403.85,44.34,1015
3,312.94,194536.20,392940.95,8145.56,50.11,1,346547240.60,3,14389215.35,4533.53,88.04,3805
5,26.58,469972.43,376500.08,9912.61,75.63,2,360571002.40,2,1761836.46,40963.23,28.58,3377
3,649.42,403242.28,66503.47,6971.08,61.21,2,131086456.30,3,12378538.43,4137.64,44.76,3801
1,709.11,137704.99,306239.81,7353.13,55.62,3,186201575.70,2,19050474.56,11957.94,69.19,3762
4,946.80,276739.70,276800.61,6771.24,75.67,4,130121925.30,1,12905115.90,24168.62,55.61,4439
4,228.93,402385.76,233440.54,412.73,55.19,3,401680598.50,1,18856761.59,36281.35,84.57,693
2,380.98,153955.64,411131.63,2941.84,89.92,1,294928602.80,1,3763431.68,32406.27,72.93,3279
2,534.39,449344.01,17098.82,6447.08,98.91,2,71750491.35,1,18899277.97,28482.08,9.41,4753
1,735.07,128728.04,280925.83,1445.17,52.22,2,48811364.52,2,18794772.18,2583.40,60.38,3919
5,551.93,21356.24,38719.80,4700.55,83.55,3,399247141.30,1,4897555.75,20543.67,21.52,3138
3,379.41,276023.11,218694.50,9662.02,81.94,2,8998488.86,3,14406113.28,28092.78,45.52,3487
1,511.63,15303.87,210547.61,5730.50,98.15,1,498016982.90,2,17165747.32,3058.70,18.78,3430
5,614.62,295471.21,440520.35,2737.79,71.60,3,297690075.90,3,14515472.65,6623.34,9.29,508
2,613.39,407283.45,382025.25,6789.92,60.20,2,31012829.14,1,19553996.22,5379.82,23.29,3470
5,266.82,450451.91,233906.70,6033.37,97.89,4,5971661.62,2,19761151.05,22405.43,58.23,4281
6,868.22,206016.71,97458.86,8125.98,72.89,3,205084657.10,1,12318853.77,21103.65,15.92,884
4,264.40,35933.37,380257.34,1499.98,59.33,1,121804332.70,2,5825835.30,31217.85,10.81,4021
4,441.83,418294.46,227673.75,9593.15,59.14,2,456346603.80,3,12884319.19,17716.15,80.11,4358
4,568.28,240396.93,47012.30,5732.30,79.65,1,304427284.40,3,7478455.71,20418.82,37.90,2449
5,286.26,457498.29,282723.53,4405.55,50.17,1,296966369.00,1,10957982.01,23753.95,82.33,1331
2,775.07,32219.66,34364.15,4924.41,71.25,2,353801270.80,1,4567030.23,39443.66,34.45,1976
7,529.08,362779.81,317640.12,5143.21,86.15,1,257231295.70,1,4351866.63,8446.30,81.41,3408
3,692.60,14437.55,6321.25,3293.49,96.64,2,402996507.80,1,14596259.40,21400.68,38.25,4480
3,931.29,474524.05,311391.51,6958.99,64.24,3,153536124.40,3,10672810.93,37373.76,67.76,843
3,403.37,243416.08,353266.49,4932.31,88.96,3,98477382.33,1,19665870.69,10748.10,77.41,1346
2,697.09,405366.99,166418.32,5232.20,83.39,2,95140215.85,3,16546459.66,13084.57,53.33,4195
2,695.87,430504.45,417417.49,4586.37,72.17,1,449046047.20,1,9930575.24,9445.13,7.17,2080
4,284.80,69545.54,222587.48,568.51,97.02,1,122912359.50,2,4727388.07,6368.73,8.42,4859
4,977.52,487545.48,433206.23,2947.24,99.56,3,346684491.40,2,4381436.32,34806.30,3.28,900
5,273.44,155592.05,270749.17,6897.13,84.47,1,479306502.20,3,15062926.12,38630.57,92.68,4264
6,23.15,157465.90,56810.11,9063.33,59.91,1,47740538.86,1,8539477.39,36076.32,92.43,4468
2,423.76,4164.06,16700.17,6501.76,62.26,3,424029251.60,1,17638546.92,39580.96,12.35,2711
7,891.00,7518.83,203365.25,7529.86,50.49,3,258957017.10,3,18047583.26,16233.32,12.19,559
3,413.50,162118.34,338654.17,4775.15,64.51,2,241546571.50,3,11386552.65,16032.51,74.09,1988
1,88.56,412239.79,221741.96,573.06,83.36,4,186760056.20,3,11917060.83,35734.84,61.69,2712
2,954.31,413629.82,180583.33,7039.36,55.53,1,388802512.00,3,8888081.16,39517.04,24.48,247
2,534.19,182709.77,11042.50,179.68,63.32,4,420368963.60,1,3619699.21,9035.86,56.93,3046
4,647.90,4656.98,228288.39,1017.23,85.61,3,63802788.37,2,17895918.21,1573.47,1.57,2462
5,544.04,274280.31,85614.18,8285.95,82.83,3,130595065.70,1,8279085.55,2863.98,94.69,1449
1,730.16,249543.66,200935.17,3669.22,84.94,4,231652201.30,3,869029.66,33273.78,52.28,2179
1,437.74,390676.13,190705.56,401.38,74.72,4,254554764.50,2,10848853.29,14139.87,81.00,4218
7,671.41,155645.67,314901.57,315.36,53.74,1,57154116.06,1,11654712.87,12478.00,46.19,334
7,328.06,79206.55,431482.75,7577.53,96.82,3,482590290.40,2,11216072.36,4330.58,83.30,1571
4,320.47,367593.45,211885.96,5398.22,95.94,2,86545768.24,1,15222525.70,38202.96,31.70,3205
7,136.00,290409.48,280225.64,1324.45,72.72,3,210406527.40,2,12700061.12,27972.45,69.50,3175
3,934.71,157331.34,199693.34,427.86,69.47,4,402552554.90,3,5594056.17,41558.52,35.28,2700
7,438.38,182808.02,247872.95,3841.65,72.72,2,325346050.60,3,5001887.52,27596.68,77.56,1650
2,383.54,10645.00,423058.34,991.81,95.11,2,172513667.00,1,2325233.38,24408.27,15.06,1734
5,594.67,287150.06,381725.63,6846.34,52.48,2,104601676.60,1,846324.83,45096.80,63.23,4604
4,389.95,455424.03,328306.75,6117.52,70.24,4,312814320.60,1,8938029.74,14526.10,34.17,1269
1,972.39,499048.94,278901.71,4852.84,57.27,2,301098533.00,2,13161985.07,32025.59,86.11,4126
1,198.73,224367.36,238715.53,9778.86,91.46,1,341103876.20,2,12665013.99,33347.07,75.54,154
1,527.94,246687.72,295404.65,8641.31,85.49,4,269256907.20,1,19400685.67,17711.21,9.90,2808
6,645.13,177130.00,427641.47,1222.74,81.02,4,495468413.60,2,1070788.38,8701.28,26.73,3486
7,445.95,345159.37,343799.94,9003.38,73.34,2,467143901.40,1,13852096.20,8022.92,85.00,1143
4,937.39,78990.57,130113.80,1577.45,57.56,4,422435410.30,1,11562231.93,7494.94,23.60,2892
1,450.96,260016.24,134068.49,5351.22,51.57,3,360369259.90,3,12705966.34,36382.85,80.44,2600
7,788.91,153573.29,1807.74,4432.06,76.06,4,342007232.90,1,15357164.44,5461.40,50.11,2283
3,76.25,433589.65,3981.21,4041.08,65.90,1,349980645.70,2,15398354.50,44603.10,87.09,2616
4,766.84,52863.23,373120.94,7837.80,64.91,4,255734832.50,1,17313573.08,47484.48,58.27,861
6,569.45,422718.81,55253.96,5246.34,70.45,1,215277837.10,3,5317812.47,19599.39,72.14,4059
1,590.22,312665.23,315757.76,7480.38,90.75,3,177796324.30,1,3028478.15,22448.76,77.56,1768
2,452.47,9828.99,147916.90,5953.51,80.39,4,397544316.30,3,2557671.48,45611.49,19.57,3727
3,393.59,129479.37,407751.01,1449.76,76.93,1,382181836.10,1,472135.32,19135.52,18.56,2130
2,687.50,308729.09,328715.00,2503.70,87.44,4,256488637.50,2,7072444.15,30105.91,19.63,2878
7,545.87,406050.56,14385.18,9850.86,88.16,3,460552673.00,2,1234222.46,6207.03,8.15,735
7,280.15,469120.47,343651.62,6423.45,63.59,3,359113389.50,3,3044199.92,23893.29,47.23,581
3,528.15,274685.22,192209.37,353.62,60.09,3,365649873.40,1,6416491.46,5528.68,39.50,3722
5,795.83,406621.13,427843.00,8704.69,52.93,3,76769994.54,3,13717184.24,9163.22,15.62,1020
4,442.14,16108.05,438795.53,9956.06,51.25,2,175557139.10,2,9116561.73,33651.37,49.25,4146
6,381.25,282079.43,133184.61,6546.15,88.92,4,155402521.40,2,5864091.20,1749.41,2.92,2996
2,254.85,29056.97,202745.08,495.78,74.87,1,151554379.30,3,1403203.38,26904.44,89.50,448
6,96.75,169121.52,175991.26,7932.34,96.82,2,330538746.50,2,4597406.36,12596.61,89.55,3830
5,33.24,278434.96,158345.89,1296.33,89.91,2,396928300.90,2,16475507.08,14163.21,71.78,2263
1,76.63,489463.20,323541.22,5603.42,84.23,4,109068679.90,2,2143586.41,28652.98,63.59,4182
2,584.69,15483.04,282428.31,1953.18,83.59,2,491119872.30,3,19042855.99,41065.17,91.27,3878
2,712.94,367072.39,185091.57,8905.06,93.03,1,368540979.20,3,4670674.79,33713.36,19.23,2077
3,494.87,106590.17,19311.36,3419.05,75.12,1,85338137.53,3,12991984.27,45750.83,97.21,3222
3,882.64,187634.55,330063.86,8083.98,85.39,4,37332069.01,1,11986602.15,48912.57,33.01,1427
2,20.74,93219.65,320913.88,2251.08,87.65,3,71156388.62,1,19485671.43,26491.71,73.19,3051
2,514.90,212572.96,48522.13,3632.21,72.08,2,270277142.40,3,7870485.80,22481.67,44.37,511
5,477.82,227658.49,288051.55,3867.06,89.44,4,347490483.40,3,8808968.47,48380.36,58.84,4389
7,564.65,232410.84,287259.87,3851.70,74.19,2,186275764.20,1,3047834.85,12990.16,33.39,2434
